Feed,Sentiment
تجذبني الكلمات والدوائر المرسومه في الكتاب فيرسمها الكاتب بادق الاشكال لتجذب القارئ وتسترعي اهتمامه بل ليدخله بالفكره التي يود طرحها خلال ادرينالين كما اعجبني ارفاق قصص الكاتب الشخصيه ولغته الحواريه المفهومه ,Positive
الحزن يطارد عنواني وسألت الناس عن السلوى عن شيء يهزم أحزاني عن يوم أرقص بالدنيا أو فرح يسكر وجداني قالوا أفراحك أوهام ماتت كرحيق البستان ودموعك بحر في وطن لا يعرف حزن الإنسان,Positive
حزنك لفقدان صديقتك واحبائك حزنا لا يقبل أنصاف الحلول ذاك الذى تفرد بسطوته على قلبك أصدقك القول ويحق لك أن تخافى أن تتا كلى من الحزن والوحده رغم ذلك استوقفنى تكرار الكثير من الكلمات عطب قلبى ذاكرتى مثقوبه فاقده صوتى دوخه غير مبرره الا ان كل ذاك لم يقلل من ابداعك فى وصف مدى حزنك حزنك من النوع الرقيق الهادىء أتصدقينى اننى رأيت الحزن بملامحك دون أن أرى وجهك طيب الله قلبك,Positive
السال ليس لماذا لم يدقوا جدران الخزان السال لماذا يدقوا جدران الخزان لقد عاشوا من الذل والمهانة في وطنهم ما اجبرهم علي الهروب منه ولكي يهربوا منه ذاقوا ذل مهانه اكبر فماذا ينتظرهم في وطن غير وطنهم انها واقع نشهده كل يوم امس كان خزان اليوم عبارة امس كانت فلسطين اليوم كل البلاد العربية لنا الله,Positive
ممتع جدا وانا قلبي لف ودار ميت ألف ليل ونهار نفسه فرحه كادوه وحلاوه من غير نار وم الزمن تعبه قصقص شريط الفيلم وخ كادر كان عاجبه وقرر يعيش الحلم,Positive
من أحلى الكتب اللى قرأتها كتاب خفيف مفيد جدا تقسيم الكتاب رائع,Positive
هديل الاسم الذي كنت اراقبه بهيبه وانا اراه هنا وهنا لإول مره اقرأ كلماتك بشكل مكثف لإول مره اتابع حروفك بلهفه لإول مره ياهديل اشعر بأنني اعرفك بطريقه او بأخرى مدركه تماما انك خساره لمن عرف هديل واحبها لمن كان له بهديل صله قرابه او صداقه هديل الحكايات التي ابتدأت بك لم تنتهي يوما احببت هديل من حروفها من رقتها من انسانيتها رحمك الله,Positive
كتاب ظريف ,Positive
مريد البرغوثي وهل المعروف يعر أحرفه وكتاباته أشهر من نار على علم لا توفيها حقها الكلمات سرد سيرته الذاتية بتسلسل عجيب رائع كل فصل يشد ني لأكمل الفصل الذي يليه بلا ملل من خلال سيرته وس مداركي لأمور كثيرة تاريخية كنت أجهلها عن العالم العربي بشكل عام فلسطين بشكل خاص ولكن كما قال خوسيه ساراماغو بعد زيارته لمخيم من مخيمات اللاجئين الفلسطينين اب ان المعركة كل ما اعتقدت أنني أملكه من معلومات عن الأوضاع في فلسطين قد تحطم فالمعلومات والصور شيء والواقع شيء آخر يجب أن تضع قدمك على الأرض لتعرف حقا ما الذي جرى هنا بقدر تعج بي حزنت حزنت على فلسطين قلة دبرة القادة وقلة حيلة الشعب اقتبست الكثير معظم الكتاب كتاب ممتع سرد متقن ومفردات جميلة تحفة من تحف مريد البرغوثي أنصح بها بشدة ,Positive
قالوا لزي اد أن الله صديقه فكتب ابن الـ عن صديقه وعن الحرب وعن استجداء الفرح مابينهما الكتاب خفيف انهيته في جلسة ساعتين زياد الرحباني صديقي الله,Positive
ترددت في اختياره فقد اعتقدت انه من تلك الكتب السخيفة ركيكة اللغة ضعيفة المحتوى لكن انهاء صفحاته في يوم يدل على أنه كتاب مشوق راقي التعبير اعتنى الكاتب فيه باللغة العربية فكانت جمله سلسة سهلة لكن راقية سافرت مع الكاتب من لندن الى ايطاليا الى السويد استقليت معه القطارات والطائرات سيارات الأجرة الدراجات خفت معه في أزقة المدن الظلماء وضحكت معه على مواقف محرجة غضبت لما أغضبه وفي نفس السطور تذوقت نفحات من الثقافة السياسة التاريخ من أجمل الكتب التي قرأت لكتاب شباب خليجيين ,Positive
متعه واجمل ما كتب غازي رحمه الله,Positive
كتاب عميق المعاني به قصائد بعثت الشجن بنفسي خاصه قصائدها لأمها وقصائدها عن الوحده اعجبتني قصائد أخاف اللون الأبيض عبيطة القرية أنف وحيد في قسم البوليس وخارجه ثمة كف عالقة في طرف ثوبك أعجبني تصويرها للنازي في كلماتها كف النازي نظيفة لادم عالق بها الدم كامن في الرأس,Positive
غريبة لقد قرأت هذا الكتاب من قبل بكل قصصه ولكن تحت عنوان مدرسة المغفلين ولكن هناك بعض الاختلافات في ترتيب القصص غريبة تاني الكتاب بنفس ذات المحتوي طبع مرتين إذن باسمين مختلفين,Positive
الجزء الاول من المذكرات دي كان بالنسبالي احلي من الجزء التاني الجزء الاول كان بيحكي عن الطفوله والقريه وكله صور تعبيريه واسلوب انا بشوفه عفوي غيري ممكن يشوفه للكبار فقط اما بقا الجزء التاني فبيحكي قصه الصعود مع رفيق الدرب الشيخ امام عيسي صوت القلم اللي كان بيكتب بيه نجم ومن خلال الجزء دا هتتعرف علي حكايه اكتر من قصيده زي ممنوع من السفر مثلا وكلب الست وغيرهم كتير ملحوظه الكتاب عفوي الالفاظ يعني بالبلدي الفاجومي بيكتب زي مابيتكلم مش بيفلتر الكلام ,Positive
روايه حلوه كتير بس اخرها ملم كتيير وبقهر,Positive
