Feed,Sentiment
تمسكوا بأحبتكم جيدا وعبروا لهم عن حبكم واغفروا زلاتهم فقد ترحلون أو يرحلون يوما وفي القلب لهم حديث وشوق الشيخ علي الطنطاوي,Positive
و اسأل الله ان يجعل الاحزان تغير وجهتها من صدرك الى كتفي,Positive
ما فيه أحد في غلاتك يساويك لا والذي بالزين جمل صفاتك,Positive
احبك عشرا ثمان لك و واحدة ل ضحكتك و الأخرى منهما ل صوتك اما يديك فعجز الكلام عن الكلام,Positive
السلام عليكم ورحمة الله وبركاته مساء الخير احبتي الكرام,Positive
علمتني أن قوى الخير دائما تنتصر على قوى الشر غدرت وقصت أجنحتها وألبست ثوب السواد وحرمت من ال,Positive
ثم إن الله لا يتخلى عن الذين يبحثون عنه رغم الزحام,Positive
كان ابن مسعود رضي الله عنه اذا خرج الى أصحابه قال أنتم جلاء حزنى وأنا أقول بناتي الانجاز أنتم جلاء حزني,Positive
مجددا ادواردو يرش الملح ويزيد جراح الخصوم,Positive
قال الامام علي عليه السلام عندما تحب عدوك يحس بتفاهته صباح الخير,Positive
يا ليت له ميثاق ينصفني في حبه واحذر العشاق والي مشى بدربه,Positive
أستغفر الله العلي العظيم من كل ذنب وأتوب إليه,Positive
أحب صوت عبدالمجيد كل كلمة حب منه أحسه يستقصدك فيها حبيبي,Positive
أعجبتني إذا كان شق تمرة يبعدنا عن النار وصدقة تطفئ غضب الرب فلماذا نظن أن الجنة بعيدة مساء الخير,Positive
الحمدالله على ماكتبه ربي حتى وان كان لا يسرني,Positive
ناصيف اختصر معنى حب الام فأغنية خارجة من القلب أمي,Positive
يكفى مشاعرك الفياضة وأحاسيسك المرهفة وقلبك الحنون,Positive
يوم وصوت الحرات الشجاعات لم يخمد يوم من الصمود والمطالبة بالحقوق المشروعة هنيئا لكم,Positive
عليك متوكلين وبك نظن الظن الجميل فتولنا يا الله صباح الخير,Positive
كل شخص قابل للتغير إلا من كان صادقا في مشاعره,Positive
كل ماتحتاجه السعادة قلب متسامح وجه مبتسم قناعة بالنصيب و ثقة تامة بالله,Positive
انا كيف اعرف البنت اللي متزوجه واللي مو متزوجه في تويتر اللي عنده فكره يعلمني,Positive
ولقد نعلم أنك يضيق صدرك بما يقولون فسبح بحمد ربك وكن من الساجدين,Positive
الله يحفظك لنا يافخر المغرب وحبيب قلب المغاربة,Positive
الليغا تقترب بأذن الله مدريدية ريال مدريد ملقا,Positive
محتاج لك جدا ومطلوب مطلوب قلبي انت بالذات,Positive
واعلم أن الأمة لو اجتمعت على أن ينفعوك بشيء لم ينفعوك إلا بشيء قد كتبه الله لك,Positive
اكتفيت به حبا وقلبا ونبضا ورأيت فيه الناس اجمعين,Positive
ابلغ عزيزا في ثنايا القلب منزله أني وإن كنت لا ألقاه ألقاه,Positive
وإن ضاع عمري في وجهك جعله يضيع على الأقل ضاع في حاجه جميله,Positive
ثق بنفسك كثيرا ولكن لاتصل لمرحلة الجعصة حاول تهدأ,Positive
لم أرى في حياتي رسالة لطيفة كرسالة تم إيداع في حسابك,Positive
لو خسرت هذا العالم كله وكانت عائلتي معي فإني لم أخسر شيئا,Positive
فديت الوسيعات المظاليل رماح الهلاك المستشرة,Positive
من أذكار الاستيقاظ من النوم الحمد لله الذي أحيانا بعد ما أماتنا وإليه النشور صباح الخير للجميع,Positive
إشراقه الصباح عندما تكون في أفضل حالاتك حاول ان تساعد أولئك الذين في أسوأ حالاتهم صباح الخير,Positive
سأكتفي بأنك أسعدتني يوما وغير ذلك لاأتذكر,Positive
عندما تعانق رائحة القهوة أنفاس المساء تبدو الحياة اكثر انتعاشا مساء الخير,Positive
أحبك دائما بطريقة غير إعتياديه ولا متناهيه,Positive
شعار الأيام القادمة كي أنمو بذاتي وبروحي وبفكري,Positive
وجودك في حياتي تعويض من ربنا علي كل اللي فات,Positive
مهما اصبحت المحادثات بيننا قليله ستظل صديقي وسأظل احبك,Positive
ليجتمع أصحاب العيون العسلية وليقولوا نحن الذين أنبتت أعينهم ورودا,Positive
ولا حاجه بأديا ولا شئ يصبر حياتى غير قولة ان شاء الله,Positive
قالت لم تهدي لي الورد ولم تذكرني مع العطر قلت سحرتني عيناكي ونسيتي نفسي بين يداكي ف ابتسمت كلمات كاتب كاتب,Positive
الف مبروك ل خريجين الثانوية العامة نصيحة انتبهوا,Positive
الف الف الف مبروك لمنتخبنا قادمون يا روسيا الله الله يا منتخبنا ان شاء الله تحقق املنا,Positive
ابتسم دائما فهناك من يريدك بخير مساء السعادة,Positive
حين سئل ياني عن الموسيقى قال هي لغة مباشرة مدهشة تتفوق على اللغة و المنطق و تخاطب الروح,Positive
هل المساء دائما جميل أم إنك الجميل دائما في كل مساء,Positive
طيب تحمست لمتابعة مباراة اليوم عندما سحقنا,Positive
ربي ان لي عائلة احتوتني بالحب و علمتني لذة الطاعة ربي فاحفظهم بعينك التي لا تنام يارب,Positive
العقل أصدق من القلب دائما حكم عقلك لا قلبك عزيزي,Positive
يا رب اكتب لنا أياما مقبلة جميلة وأسعدنا بتفاصيلها واغمرنا بخيرك الذي لا يفنى,Positive
الليلة ليلة حبيبة القلب وآسرة فؤادي الليلة ليلة أطيب وأغلى وأحلى البشر,Positive
لاتنتظر السعادة ل تبتسم ابتسم لترئ السعادة,Positive
اللطيف الخبير الحاكم الرؤوف الجبار الجليل السلام المجيد سبحان الله وبحمده سبحان الله العظيم,Positive
ذنبي وإن ملأ البحار فإنه في عفو مثلك ياكريم قليل,Positive
أيها القلب دع الشرود وهلم إلى روض الأوابين لارتشاف الندى من كؤوس الجمال,Positive
لا حول ولا قوة ولا خير ولا نور ولا سلوى ولا يسر إلا بالله,Positive
طبعا ارتاحي يكفي طول الاسبوع دوام من الصبح,Positive
من اسبوع غيرت نظارتي و نجحت ه قولو لي مبروك,Positive
وآعيذ آصحابي بخفي لطفك آنت سبحانك صاحب اللطائف كلها آعيذهم آن لا ينام آحدهم حزينا وحيدا,Positive
شعور أجمل من الجميل لما تكلم أحد تحبه وتسولف وتضحك معه قبل لا تنام وتنام,Positive
صاحب تويتر وفلورز الجممعه منورين الدنيا ي حبيب قلبي,Positive
أيعقل أن أسمع ما لا ينطق فترى عيناي الراحة فيستمد قلبي بطاقة سبحان الله,Positive
رسالة الصباح لا تيأس ولك رب يقول كن فيكون,Positive
المرأة لا تستحق يوم واحد فقط هي طول الدهر و خير مثال أمي اليوم العالمي للمراه,Positive
الحمدلله علئ كل يوم يأتي وبه إبتسامة من أمي,Positive
